Reference;Water/binder ratio;Coarse aggregate/binder ratio;Fine aggregate/binder ratio;Heating rate, °C/min;Moisture content;Characteristic length, mm;Maximum exposure temperature, °C;Silica fume/binder ratio;Maximum aggregate size, mm;GGBS/binder ratio;Fly ash/binder ratio;Quantity of PP fiber, kg/m³;Diameter of PP fiber, um;Length of PP fiber,mm;Quantity of S fiber, kg/m³;Diameter of S fiber, mm;Length of S fiber,mm;output
16;0.186;0;1.222;1.3;0;20;300;0.14;0.5;0;0;0;0;0;156;0.15;6;0
16;0.186;0;1.222;0.92;0;20;400;0.14;0.5;0;0;0;0;0;156;0.15;6;0
16;0.186;0;1.222;0.78;0;20;500;0.14;0.5;0;0;0;0;0;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;150;0.099;8;0;0;0;0;0;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;175;0.099;8;0;0;0;0;0;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;200;0.099;8;0;0;0;0;0;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;250;0.099;8;0;0;0;0;0;156;0.15;6;0
16;0.269;1.194;1.194;1.3;0;20;300;0.099;8;0;0;0;0;0;156;0.15;6;0
16;0.269;1.194;1.194;0.92;0;20;400;0.099;8;0;0;0;0;0;156;0.15;6;0
16;0.269;1.194;1.194;0.78;0;20;500;0.099;8;0;0;0;0;0;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;150;0;16;0;0;0;0;0;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;175;0;16;0;0;0;0;0;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;200;0;16;0;0;0;0;0;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;250;0;16;0;0;0;0;0;156;0.15;6;0
16;0.33;3.125;1.625;1.3;0;20;300;0;16;0;0;0;0;0;156;0.15;6;0
16;0.33;3.125;1.625;0.92;0;20;400;0;16;0;0;0;0;0;156;0.15;6;0
16;0.33;3.125;1.625;0.78;0;20;500;0;16;0;0;0;0;0;156;0.15;6;0
16;0.186;0;1.222;2;0;20;150;0.14;0.5;0;0;0;0;0;0;0;0;0
16;0.186;0;1.222;2;0;20;175;0.14;0.5;0;0;0;0;0;0;0;0;0
16;0.186;0;1.222;2;0;20;200;0.14;0.5;0;0;0;0;0;0;0;0;0
16;0.186;0;1.222;2;0;20;250;0.14;0.5;0;0;0;0;0;0;0;0;0
16;0.186;0;1.222;1.3;0;20;300;0.14;0.5;0;0;0;0;0;0;0;0;0
16;0.186;0;1.222;0.92;0;20;400;0.14;0.5;0;0;0;0;0;0;0;0;0
16;0.186;0;1.222;0.78;0;20;500;0.14;0.5;0;0;0;0;0;0;0;0;0
16;0.269;1.194;1.194;2;0;20;150;0.099;8;0;0;0;0;0;0;0;0;0
16;0.269;1.194;1.194;2;0;20;175;0.099;8;0;0;0;0;0;0;0;0;0
16;0.269;1.194;1.194;2;0;20;200;0.099;8;0;0;0;0;0;0;0;0;0
16;0.269;1.194;1.194;2;0;20;250;0.099;8;0;0;0;0;0;0;0;0;0
16;0.269;1.194;1.194;1.3;0;20;300;0.099;8;0;0;0;0;0;0;0;0;0
16;0.269;1.194;1.194;0.92;0;20;400;0.099;8;0;0;0;0;0;0;0;0;0
16;0.269;1.194;1.194;0.78;0;20;500;0.099;8;0;0;0;0;0;0;0;0;0
16;0.33;3.125;1.625;2;0;20;150;0;16;0;0;0;0;0;0;0;0;0
16;0.33;3.125;1.625;2;0;20;175;0;16;0;0;0;0;0;0;0;0;0
16;0.33;3.125;1.625;2;0;20;200;0;16;0;0;0;0;0;0;0;0;0
16;0.33;3.125;1.625;2;0;20;250;0;16;0;0;0;0;0;0;0;0;0
16;0.33;3.125;1.625;1.3;0;20;300;0;16;0;0;0;0;0;0;0;0;0
16;0.33;3.125;1.625;0.92;0;20;400;0;16;0;0;0;0;0;0;0;0;0
16;0.33;3.125;1.625;0.78;0;20;500;0;16;0;0;0;0;0;0;0;0;0
16;0.186;0;1.222;2;0;20;150;0.14;0.5;0;0;2;15.4;6;156;0.15;6;0
16;0.186;0;1.222;2;0;20;175;0.14;0.5;0;0;2;15.4;6;156;0.15;6;0
16;0.186;0;1.222;2;0;20;200;0.14;0.5;0;0;2;15.4;6;156;0.15;6;0
16;0.186;0;1.222;2;0;20;250;0.14;0.5;0;0;2;15.4;6;156;0.15;6;0
16;0.186;0;1.222;1.3;0;20;300;0.14;0.5;0;0;2;15.4;6;156;0.15;6;0
16;0.186;0;1.222;0.92;0;20;400;0.14;0.5;0;0;2;15.4;6;156;0.15;6;0
16;0.186;0;1.222;0.78;0;20;500;0.14;0.5;0;0;2;15.4;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;150;0.099;8;0;0;2;15.4;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;175;0.099;8;0;0;2;15.4;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;200;0.099;8;0;0;2;15.4;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;250;0.099;8;0;0;2;15.4;6;156;0.15;6;0
16;0.269;1.194;1.194;1.3;0;20;300;0.099;8;0;0;2;15.4;6;156;0.15;6;0
16;0.269;1.194;1.194;0.92;0;20;400;0.099;8;0;0;2;15.4;6;156;0.15;6;0
16;0.269;1.194;1.194;0.78;0;20;500;0.099;8;0;0;2;15.4;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;150;0;16;0;0;2;15.4;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;175;0;16;0;0;2;15.4;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;200;0;16;0;0;2;15.4;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;250;0;16;0;0;2;15.4;6;156;0.15;6;0
16;0.33;3.125;1.625;1.3;0;20;300;0;16;0;0;2;15.4;6;156;0.15;6;0
16;0.33;3.125;1.625;0.92;0;20;400;0;16;0;0;2;15.4;6;156;0.15;6;0
16;0.33;3.125;1.625;0.78;0;20;500;0;16;0;0;2;15.4;6;156;0.15;6;0
16;0.186;0;1.222;2;0;20;150;0.14;0.5;0;0;2;18;6;156;0.15;6;0
16;0.186;0;1.222;2;0;20;175;0.14;0.5;0;0;2;18;6;156;0.15;6;0
16;0.186;0;1.222;2;0;20;200;0.14;0.5;0;0;2;18;6;156;0.15;6;0
16;0.186;0;1.222;2;0;20;250;0.14;0.5;0;0;2;18;6;156;0.15;6;0
16;0.186;0;1.222;1.3;0;20;300;0.14;0.5;0;0;2;18;6;156;0.15;6;0
16;0.186;0;1.222;0.92;0;20;400;0.14;0.5;0;0;2;18;6;156;0.15;6;0
16;0.186;0;1.222;0.78;0;20;500;0.14;0.5;0;0;2;18;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;150;0.099;8;0;0;2;18;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;175;0.099;8;0;0;2;18;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;200;0.099;8;0;0;2;18;6;156;0.15;6;0
16;0.269;1.194;1.194;2;0;20;250;0.099;8;0;0;2;18;6;156;0.15;6;0
16;0.269;1.194;1.194;1.3;0;20;300;0.099;8;0;0;2;18;6;156;0.15;6;0
16;0.269;1.194;1.194;0.92;0;20;400;0.099;8;0;0;2;18;6;156;0.15;6;0
16;0.269;1.194;1.194;0.78;0;20;500;0.099;8;0;0;2;18;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;150;0;16;0;0;2;18;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;175;0;16;0;0;2;18;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;200;0;16;0;0;2;18;6;156;0.15;6;0
16;0.33;3.125;1.625;2;0;20;250;0;16;0;0;2;18;6;156;0.15;6;0
16;0.33;3.125;1.625;1.3;0;20;300;0;16;0;0;2;18;6;156;0.15;6;0
16;0.33;3.125;1.625;0.92;0;20;400;0;16;0;0;2;18;6;156;0.15;6;0
16;0.33;3.125;1.625;0.78;0;20;500;0;16;0;0;2;18;6;156;0.15;6;0
17;0.196;0;0.345;23.5;0.001;38.1;200;0;0.28;0;0.655;0;0;0;0;0;0;0
17;0.196;0;0.345;23.5;0.001;38.1;400;0;0.28;0;0.655;0;0;0;0;0;0;0
17;0.196;0;0.345;23.5;0.001;38.1;600;0;0.28;0;0.655;0;0;0;0;0;0;1
18;0.229;1.565;2.112;66;0.03;175;678;0.118;8;0;0;0;0;0;0;0;0;1
18;0.312;1.668;1.494;240;0.025;175;1200;0.083;8;0;0;0;0;0;0;0;0;1
19;0.5;2.55;2.626;66;0.06;45;678;0;13;0;0;0;0;0;0;0;0;0
19;0.3;1.36;1.402;66;0.06;45;678;0;13;0;0;0;0;0;0;0;0;1
19;0.3;1.36;1.402;66;0.06;45;678;0;13;0;0;0.9;18;6;0;0;0;0
19;0.3;1.36;1.402;66;0.06;45;678;0;13;0;0;0.9;18;12;0;0;0;0
19;0.3;1.36;1.402;66;0.06;45;678;0;13;0;0;0.9;28;12;0;0;0;0
19;0.5;2.55;2.626;200;0.06;45;700;0;13;0;0;0;0;0;0;0;0;1
19;0.3;1.36;1.402;200;0.06;45;700;0;13;0;0;0;0;0;0;0;0;1
19;0.3;1.36;1.402;200;0.06;45;700;0;13;0;0;0.9;18;6;0;0;0;0
19;0.3;1.36;1.402;200;0.06;45;700;0;13;0;0;0.9;18;12;0;0;0;0
19;0.3;1.36;1.402;200;0.06;45;700;0;13;0;0;0.9;28;12;0;0;0;1
20;0.3;1.61;1.346;236;0.035;50;1200;0;20;0;0;0;0;0;0;0;0;1
20;0.3;2.382;1.85;236;0.055;50;1200;0;25;0;0;1.365;110;12;0;0;0;0
21;0.4;3.214;1.786;7;0;50;400;0;10;0;0;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;600;0;10;0;0;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;800;0;10;0;0;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;1000;0;10;0;0;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;400;0;10;0;0.7;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;600;0;10;0;0.7;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;800;0;10;0;0.7;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;1000;0;10;0;0.7;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;400;0.1;10;0;0.6;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;600;0.1;10;0;0.6;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;800;0.1;10;0;0.6;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;1000;0.1;10;0;0.6;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;400;0.2;10;0;0.5;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;600;0.2;10;0;0.5;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;800;0.2;10;0;0.5;0;0;0;0;0;0;0
21;0.4;3.214;1.786;7;0;50;1000;0.2;10;0;0.5;0;0;0;0;0;0;0
22;0.4;1.643;1.19;8;0;50;400;0;20;0;0;0;0;0;0;0;0;0
22;0.4;1.643;1.19;8;0;50;800;0;20;0;0;0;0;0;0;0;0;0
22;0.4;1.643;1.19;8;0;50;400;0;20;0;0;0;0;0;39;0.9;60;0
22;0.4;1.643;1.19;8;0;50;800;0;20;0;0;0;0;0;39;0.9;60;0
23;0.152;0;0.869;10;0.028;20;200;0.2;0.5;0;0;0;0;0;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;400;0.2;0.5;0;0;0;0;0;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;600;0.2;0.5;0;0;0;0;0;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;800;0.2;0.5;0;0;0;0;0;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;500;0.2;0.5;0;0;0;0;0;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;1000;0.2;0.5;0;0;0;0;0;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;500;0.2;0.5;0;0;1;20;13;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;1000;0.2;0.5;0;0;1;20;13;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;200;0.2;0.5;0;0;1;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;400;0.2;0.5;0;0;1;20;13;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;600;0.2;0.5;0;0;1;20;13;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;800;0.2;0.5;0;0;1;20;13;243;0.5;15;1
23;0.152;0;0.869;10;0.028;20;200;0.2;0.5;0;0;2;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;500;0.2;0.5;0;0;4;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;1000;0.2;0.5;0;0;4;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;200;0.2;0.5;0;0;4;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;400;0.2;0.5;0;0;4;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;600;0.2;0.5;0;0;4;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;800;0.2;0.5;0;0;4;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;500;0.2;0.5;0;0;9;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;1000;0.2;0.5;0;0;9;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;200;0.2;0.5;0;0;9;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;400;0.2;0.5;0;0;9;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;600;0.2;0.5;0;0;9;20;13;243;0.5;15;0
23;0.152;0;0.869;10;0.028;20;800;0.2;0.5;0;0;9;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;200;0.152;0.5;0.182;0.061;0;0;0;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;400;0.152;0.5;0.182;0.061;0;0;0;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;500;0.152;0.5;0.182;0.061;0;0;0;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;600;0.152;0.5;0.182;0.061;0;0;0;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;800;0.152;0.5;0.182;0.061;0;0;0;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;1000;0.152;0.5;0.182;0.061;0;0;0;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;200;0.152;0.5;0.182;0.061;1;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;400;0.152;0.5;0.182;0.061;1;20;13;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;500;0.152;0.5;0.182;0.061;1;20;13;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;600;0.152;0.5;0.182;0.061;1;20;13;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;800;0.152;0.5;0.182;0.061;1;20;13;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;1000;0.152;0.5;0.182;0.061;1;20;13;243;0.5;15;1
23;0.115;0;0.666;10;0.024;20;200;0.152;0.5;0.182;0.061;2;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;200;0.152;0.5;0.182;0.061;4;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;400;0.152;0.5;0.182;0.061;4;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;500;0.152;0.5;0.182;0.061;4;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;600;0.152;0.5;0.182;0.061;4;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;800;0.152;0.5;0.182;0.061;4;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;1000;0.152;0.5;0.182;0.061;4;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;200;0.152;0.5;0.182;0.061;9;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;400;0.152;0.5;0.182;0.061;9;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;500;0.152;0.5;0.182;0.061;9;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;600;0.152;0.5;0.182;0.061;9;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;800;0.152;0.5;0.182;0.061;9;20;13;243;0.5;15;0
23;0.115;0;0.666;10;0.024;20;1000;0.152;0.5;0.182;0.061;9;20;13;243;0.5;15;0
24;0.381;1.861;1.863;66;0.047;75;678;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;66;0.04;75;678;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;66;0.021;75;678;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.693;1.718;66;0.052;75;678;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.693;1.718;66;0.043;75;678;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;75;300;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;75;600;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;75;750;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;75;900;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;50;300;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;50;600;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;50;750;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.861;1.863;0.5;0.047;50;900;0;10;0;0;0;0;0;0;0;0;0
24;0.381;1.859;1.863;66;0.041;75;678;0;10;0;0;0.75;32;12;0;0;0;0
24;0.381;1.859;1.863;66;0.037;75;678;0;10;0;0;0.75;32;12;0;0;0;0
24;0.381;1.859;1.863;66;0.05;75;678;0;10;0;0;1.5;32;12;0;0;0;0
24;0.381;1.859;1.863;66;0.041;75;678;0;10;0;0;1.5;32;12;0;0;0;0
24;0.381;1.859;1.863;66;0.044;75;678;0;10;0;0;1.5;32;6;0;0;0;0
24;0.381;1.859;1.863;66;0.04;75;678;0;10;0;0;1.5;32;6;0;0;0;0
24;0.381;1.838;1.84;66;0.047;75;678;0;10;0;0;0.75;32;12;30;0.38;30;0
24;0.381;1.838;1.84;66;0.039;75;678;0;10;0;0;0.75;32;12;30;0.38;30;0
24;0.381;1.838;1.84;66;0.048;75;678;0;10;0;0;1.5;32;12;30;0.38;30;0
24;0.381;1.838;1.84;66;0.041;75;678;0;10;0;0;1.5;32;12;30;0.38;30;0
24;0.381;1.821;1.825;66;0.047;75;678;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;66;0.038;75;678;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.676;1.699;66;0.048;75;678;0;10;0;0;1.5;32;12;30;0.38;30;0
24;0.381;1.676;1.699;66;0.043;75;678;0;10;0;0;1.5;32;12;30;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;75;300;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;75;600;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;75;750;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;75;900;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;50;300;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;50;600;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;50;750;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.821;1.825;0.5;0.047;50;900;0;10;0;0;0.75;32;12;60;0.38;30;0
24;0.381;1.823;1.825;66;0.045;75;678;0;10;0;0;0;0;0;60;0.38;30;1
24;0.381;1.823;1.825;66;0.041;75;678;0;10;0;0;0;0;0;60;0.38;30;1
24;0.229;1.565;2.112;66;0.03;175;678;0.118;8;0;0;1;15.4;6;0;0;0;1
24;0.312;1.668;1.494;240;0.025;175;1200;0.083;8;0;0;1;15.4;6;0;0;0;0
25;0.3;2.815;1.373;66;0.026;150;678;0;16;0;0;0;0;0;0;0;0;1
25;0.3;2.521;1.376;66;0.024;150;678;0;16;0;0;0;0;0;0;0;0;1
25;0.3;2.423;1.376;66;0.023;150;678;0;16;0;0;0;0;0;0;0;0;1
25;0.3;2.815;1.373;66;0.027;150;678;0;16;0;0;0;0;0;0;0;0;1
25;0.3;2.423;1.376;66;0.028;150;678;0;16;0;0;0;0;0;0;0;0;1
25;0.45;3.01;1.709;66;0.022;150;678;0;16;0;0;0;0;0;0;0;0;1
25;0.6;3.594;2.04;66;0.023;150;678;0;16;0;0;0;0;0;0;0;0;0
26;0.282;0;0.454;57;0.011;75;600;0;0.12;0;0.546;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.049;100;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.049;100;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.3;2;1.033;101;0.049;100;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.218;1.374;1.199;101;0.047;100;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.218;1.374;1.199;101;0.043;100;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.3;1.502;1.307;101;0.049;100;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.3;1.686;1.384;101;0.048;100;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.3;1.686;1.384;101;0.045;100;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.046;100;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.046;100;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.3;2;1.033;101;0.047;100;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.218;1.374;1.199;101;0.05;100;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.3;1.502;1.307;101;0.051;100;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.047;200;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.048;200;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.047;200;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.3;2;1.033;101;0.048;200;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.3;2;1.033;101;0.049;200;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.218;1.374;1.199;101;0.047;200;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.218;1.374;1.199;101;0.05;200;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.3;1.502;1.307;101;0.05;200;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.3;1.686;1.384;101;0.046;200;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.3;1.686;1.384;101;0.045;200;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.047;50;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.273;2;1.049;101;0.049;50;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.3;2;1.033;101;0.052;50;1034;0;20;0.25;0;0;0;0;0;0;0;1
27;0.218;1.374;1.199;101;0.052;50;1034;0;7;0.25;0;0;0;0;0;0;0;1
27;0.3;1.502;1.307;101;0.05;50;1034;0;14;0.25;0;0;0;0;0;0;0;1
27;0.3;1.686;1.384;101;0.059;50;1034;0;20;0.25;0;0;0;0;0;0;0;1
28;0.33;1.711;1.906;1.2;0;50;300;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;50;375;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;50;475;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;37.5;300;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;37.5;375;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;37.5;475;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;20;300;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;20;375;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;20;475;0;12;0;0;0;0;0;0;0;0;0
28;0.33;1.711;1.906;1.2;0;50;300;0;12;0;0;0;0;0;30;1;50;0
28;0.33;1.711;1.906;1.2;0;50;375;0;12;0;0;0;0;0;30;1;50;0
28;0.33;1.711;1.906;1.2;0;50;475;0;12;0;0;0;0;0;30;1;50;0
28;0.33;1.711;1.906;1.2;0;37.5;300;0;12;0;0;0;0;0;30;1;50;0
28;0.33;1.711;1.906;1.2;0;37.5;375;0;12;0;0;0;0;0;30;1;50;0
28;0.33;1.711;1.906;1.2;0;37.5;475;0;12;0;0;0;0;0;30;1;50;0
28;0.33;1.711;1.906;1.2;0;50;300;0;12;0;0;0;0;0;60;1;50;0
28;0.33;1.711;1.906;1.2;0;50;375;0;12;0;0;0;0;0;60;1;50;0
28;0.33;1.711;1.906;1.2;0;50;475;0;12;0;0;0;0;0;60;1;50;0
28;0.33;1.711;1.906;1.2;0;37.5;300;0;12;0;0;0;0;0;60;1;50;0
28;0.33;1.711;1.906;1.2;0;37.5;375;0;12;0;0;0;0;0;60;1;50;0
28;0.33;1.711;1.906;1.2;0;37.5;475;0;12;0;0;0;0;0;60;1;50;0
29;0.16;0.286;0.751;66;0.038;20;678;0.143;0.5;0;0;0;0;0;0;0;0;1
29;0.16;0.286;0.751;66;0.046;20;678;0.143;0.5;0;0;0;0;0;0;0;0;1
29;0.16;0.286;0.751;66;0;20;678;0.143;0.5;0;0;0;0;0;0;0;0;1
29;0.16;0.286;0.751;66;0.003;20;678;0.143;0.5;0;0;0;0;0;0;0;0;0
29;0.16;0.286;0.751;66;0.031;20;678;0.143;0.5;0;0;0;0;0;0;0;0;1
29;0.16;0.286;0.751;66;0.04;20;678;0.143;0.5;0;0;3;0.15;6;0;0;0;0
29;0.16;0.286;0.751;66;0.047;20;678;0.143;0.5;0;0;3;0.15;6;0;0;0;0
29;0.16;0.286;0.751;66;0;20;678;0.143;0.5;0;0;3;0.15;6;0;0;0;0
29;0.16;0.286;0.751;66;0.004;20;678;0.143;0.5;0;0;3;0.15;6;0;0;0;0
29;0.16;0.286;0.751;66;0.037;20;678;0.143;0.5;0;0;3;0.15;6;0;0;0;1
30;0.39;1.884;1.933;1;0;37.5;150;0;12;0.213;0.29;0;0;0;0;0;0;0
30;0.39;1.884;1.933;1;0;37.5;240;0;12;0.213;0.29;0;0;0;0;0;0;0
30;0.39;1.884;1.933;1;0;37.5;335;0;12;0.213;0.29;0;0;0;0;0;0;0
30;0.39;1.884;1.933;1;0;37.5;428.5;0;12;0.213;0.29;0;0;0;0;0;0;0
30;0.39;1.884;1.933;1;0;37.5;531;0;12;0.213;0.29;0;0;0;0;0;0;0
30;0.39;1.884;1.933;1;0;75;150;0;12;0.213;0.29;0;0;0;0;0;0;0
30;0.39;1.884;1.933;1;0;75;240;0;12;0.213;0.29;0;0;0;0;0;0;0
30;0.39;1.884;1.933;1;0;75;335;0;12;0.213;0.29;0;0;0;0;0;0;0
