Reference;Water/binder ratio;Coarse aggregate/binder ratio;Fine aggregate/binder ratio;Heating rate, °C/min;Moisture content;Characteristic length, mm;Maximum exposure temperature, °C;Silica fume/binder ratio;Maximum aggregate size, mm;GGBS/binder ratio;Fly ash/binder ratio;Quantity of PP fiber, kg/m³;Diameter of PP fiber, um;Length of PP fiber,mm;Quantity of S fiber, kg/m³;Diameter of S fiber, mm;Length of S fiber,mm;output
30;0.39;1.884;1.933;1;0;75;428.5;0;12;0.213;0.29;0;0;0;0;0;0;1
30;0.39;1.884;1.933;1;0;75;531;0;12;0.213;0.29;0;0;0;0;0;0;1
31;0.18;1.033;0.689;10;0;50;200;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;1.033;0.689;10;0;50;200;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
31;0.18;0;1.2;10;0;50;200;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;0;1.2;10;0;50;200;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
31;0.18;1.033;0.689;10;0;50;400;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;1.033;0.689;10;0;50;400;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
31;0.18;0;1.2;10;0;50;400;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;0;1.2;10;0;50;400;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
31;0.18;1.033;0.689;10;0;50;600;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;1.033;0.689;10;0;50;600;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
31;0.18;0;1.2;10;0;50;600;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;0;1.2;10;0;50;600;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
31;0.18;1.033;0.689;10;0;50;800;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;1.033;0.689;10;0;50;800;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
31;0.18;0;1.2;10;0;50;800;0.1;16;0.1;0.2;0;0;0;78;0.2;16;0
31;0.18;0;1.2;10;0;50;800;0.1;16;0.1;0.2;1.35;20;19;78;0.2;16;0
32;0.291;1.294;2.318;147;0;110;919;0.032;10;0;0.213;0;0;0;0;0;0;0
32;0.291;1.294;2.318;24;0;110;713;0.032;10;0;0.213;0;0;0;0;0;0;0
32;0.291;1.294;2.318;147;0.03;110;919;0.032;10;0;0.213;0;0;0;0;0;0;1
32;0.291;1.294;2.318;24;0.03;110;713;0.032;10;0;0.213;0;0;0;0;0;0;1
32;0.291;1.294;2.318;147;0.03;110;919;0.032;10;0;0.213;5;31;12;0;0;0;0
32;0.291;1.294;2.318;24;0.03;110;713;0.032;10;0;0.213;5;31;12;0;0;0;0
33;0.5;2.5;2;1;0.031;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.42;2;2.2;1;0.039;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.55;2.8;2;1;0.033;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.32;1.271;1.02;1;0.028;50;600;0.152;10;0;0;0;0;0;0;0;0;0
33;0.32;0.974;0.779;1;0.03;50;600;0.116;10;0.234;0;0;0;0;0;0;0;0
33;0.32;0.974;0.779;1;0.035;50;600;0.116;10;0;0.234;0;0;0;0;0;0;0
33;0.24;0;1;1;0.026;50;600;0.167;4;0;0;0;0;0;0;0;0;1
33;0.5;2.5;2;5;0.031;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.42;2;2.2;5;0.039;50;600;0;10;0;0;0;0;0;0;0;0;1
33;0.55;2.8;2;5;0.033;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.32;1.271;1.02;5;0.028;50;600;0.152;10;0;0;0;0;0;0;0;0;0
33;0.32;0.974;0.779;5;0.03;50;600;0.116;10;0.234;0;0;0;0;0;0;0;0
33;0.32;0.974;0.779;5;0.035;50;600;0.116;10;0;0.234;0;0;0;0;0;0;0
33;0.24;0;1;5;0.026;50;600;0.167;4;0;0;0;0;0;0;0;0;1
33;0.5;2.5;2;1;0.051;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.42;2;2.2;1;0.054;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.55;2.8;2;1;0.057;50;600;0;10;0;0;0;0;0;0;0;0;0
33;0.32;1.271;1.02;1;0.042;50;600;0.152;10;0;0;0;0;0;0;0;0;0
33;0.32;0.974;0.779;1;0.046;50;600;0.116;10;0.234;0;0;0;0;0;0;0;0
33;0.32;0.974;0.779;1;0.047;50;600;0.116;10;0;0.234;0;0;0;0;0;0;0
33;0.24;0;1;1;0;50;600;0.167;4;0;0;0;0;0;0;0;0;1
33;0.5;2.5;2;5;0.051;50;600;0;10;0;0;0;0;0;0;0;0;1
33;0.42;2;2.2;5;0.054;50;600;0;10;0;0;0;0;0;0;0;0;1
33;0.55;2.8;2;5;0.057;50;600;0;10;0;0;0;0;0;0;0;0;1
33;0.32;1.271;1.02;5;0.042;50;600;0.152;10;0;0;0;0;0;0;0;0;0
33;0.32;0.974;0.779;5;0.046;50;600;0.116;10;0.234;0;0;0;0;0;0;0;1
33;0.32;0.974;0.779;5;0.047;50;600;0.116;10;0;0.234;0;0;0;0;0;0;1
33;0.24;0;1;5;0;50;600;0.167;4;0;0;0;0;0;0;0;0;1
34;0.32;1.271;1.02;5;0.029;50;600;0.152;10;0;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;5;0.032;50;600;0.116;10;0.234;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;5;0.03;50;600;0.116;10;0;0.234;1.8;60;10;0;0;0;0
34;0.24;0;1;5;0.028;50;600;0.167;4;0;0;2;60;10;0;0;0;1
34;0.24;0;0.5;5;0.024;50;600;0.167;0.12;0;0;2;60;10;0;0;0;1
34;0.32;1.271;1.02;5;0.052;50;600;0.152;10;0;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;5;0.055;50;600;0.116;10;0.234;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;5;0.057;50;600;0.116;10;0;0.234;1.8;60;10;0;0;0;0
34;0.24;0;1;5;0.049;50;600;0.167;4;0;0;2;60;10;0;0;0;1
34;0.24;0;0.5;5;0.046;50;600;0.167;0.12;0;0;2;60;10;0;0;0;1
34;0.32;1.271;1.02;10;0.029;50;600;0.152;10;0;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;10;0.032;50;600;0.116;10;0.234;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;10;0.03;50;600;0.116;10;0;0.234;1.8;60;10;0;0;0;0
34;0.24;0;1;10;0.028;50;600;0.167;4;0;0;2;60;10;0;0;0;1
34;0.24;0;0.5;10;0.024;50;600;0.167;0.12;0;0;2;60;10;0;0;0;1
34;0.32;1.271;1.02;10;0.052;50;600;0.152;10;0;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;10;0.055;50;600;0.116;10;0.234;0;1.8;60;10;0;0;0;0
34;0.32;0.974;0.779;10;0.057;50;600;0.116;10;0;0.234;1.8;60;10;0;0;0;0
34;0.24;0;1;10;0.049;50;600;0.167;4;0;0;2;60;10;0;0;0;1
34;0.24;0;0.5;10;0.046;50;600;0.167;0.12;0;0;2;60;10;0;0;0;1
35;0.32;1.271;1.02;5;0.03;50;600;0.152;10;0;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;5;0.032;50;600;0.116;10;0.234;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;5;0.032;50;600;0.116;10;0;0.234;0;0;0;50;0.54;35;0
35;0.24;0;1;5;0.027;50;600;0.167;4;0;0;0;0;0;50;0.16;13;1
35;0.24;0;0.5;5;0.028;50;600;0.167;0.12;0;0;0;0;0;50;0.16;13;1
35;0.32;1.271;1.02;5;0.052;50;600;0.152;10;0;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;5;0.051;50;600;0.116;10;0.234;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;5;0.055;50;600;0.116;10;0;0.234;0;0;0;50;0.54;35;0
35;0.24;0;1;5;0.049;50;600;0.167;4;0;0;0;0;0;50;0.16;13;1
35;0.24;0;0.5;5;0.047;50;600;0.167;0.12;0;0;0;0;0;50;0.16;13;1
35;0.32;1.271;1.02;15;0.03;50;600;0.152;10;0;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;15;0.032;50;600;0.116;10;0.234;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;15;0.032;50;600;0.116;10;0;0.234;0;0;0;50;0.54;35;0
35;0.24;0;1;15;0.027;50;600;0.167;4;0;0;0;0;0;50;0.16;13;1
35;0.24;0;0.5;15;0.028;50;600;0.167;0.12;0;0;0;0;0;50;0.16;13;1
35;0.32;1.271;1.02;15;0.052;50;600;0.152;10;0;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;15;0.051;50;600;0.116;10;0.234;0;0;0;0;50;0.54;35;0
35;0.32;0.974;0.779;15;0.055;50;600;0.116;10;0;0.234;0;0;0;50;0.54;35;0
35;0.24;0;1;15;0.049;50;600;0.167;4;0;0;0;0;0;50;0.16;13;1
35;0.24;0;0.5;15;0.047;50;600;0.167;0.12;0;0;0;0;0;50;0.16;13;1
36;0.485;;;120;0.044;60;1200;0;;0;0.147;0;0;0;0;0;0;1
36;0.485;;;120;0.045;60;1200;0;;0;0.147;0;0;0;0;0;0;1
36;0.485;;;120;0.027;60;1200;0;;0;0.147;0;0;0;0;0;0;1
36;0.485;;;120;0.025;60;1200;0;;0;0.147;0;0;0;0;0;0;1
36;0.485;;;120;0.023;60;1200;0;;0;0.147;0;0;0;0;0;0;1
36;0.485;;;120;0.005;60;1200;0;;0;0.147;0;0;0;0;0;0;0
36;0.485;;;120;0.004;60;1200;0;;0;0.147;0;0;0;0;0;0;0
36;0.53;;;120;0.042;60;1200;0;;0;0.189;0;0;0;0;0;0;1
36;0.53;;;120;0.038;60;1200;0;;0;0.189;0;0;0;0;0;0;1
36;0.53;;;120;0.033;60;1200;0;;0;0.189;0;0;0;0;0;0;1
36;0.53;;;120;0.027;60;1200;0;;0;0.189;0;0;0;0;0;0;1
36;0.53;;;120;0.028;60;1200;0;;0;0.189;0;0;0;0;0;0;1
36;0.53;;;120;0.018;60;1200;0;;0;0.189;0;0;0;0;0;0;0
36;0.53;;;120;0.004;60;1200;0;;0;0.189;0;0;0;0;0;0;0
37;0.2;0;1.04;5;0;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;0
37;0.2;0;1.04;5;0;25;800;0.2;0.6;0;0;1;36;6;0;0;0;0
37;0.2;0;1.04;5;0;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;0
37;0.2;0;1.04;5;0;25;800;0.2;0.6;0;0;2;36;6;0;0;0;0
37;0.2;0;1.04;5;0;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;0
37;0.2;0;1.04;5;0;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;10;0;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;10;0;25;800;0.2;0.6;0;0;1;36;6;0;0;0;0
37;0.2;0;1.04;10;0;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;0
37;0.2;0;1.04;10;0;25;800;0.2;0.6;0;0;2;36;6;0;0;0;0
37;0.2;0;1.04;10;0;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;0
37;0.2;0;1.04;10;0;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;15;0;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;15;0;25;800;0.2;0.6;0;0;1;36;6;0;0;0;1
37;0.2;0;1.04;15;0;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;0
37;0.2;0;1.04;15;0;25;800;0.2;0.6;0;0;2;36;6;0;0;0;0
37;0.2;0;1.04;15;0;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;0
37;0.2;0;1.04;15;0;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;5;0.039;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;5;0.04;25;800;0.2;0.6;0;0;1;36;6;0;0;0;1
37;0.2;0;1.04;5;0.039;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;0
37;0.2;0;1.04;5;0.042;25;800;0.2;0.6;0;0;2;36;6;0;0;0;0
37;0.2;0;1.04;5;0.04;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;0
37;0.2;0;1.04;5;0.038;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;10;0.039;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;10;0.04;25;800;0.2;0.6;0;0;1;36;6;0;0;0;1
37;0.2;0;1.04;10;0.039;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;1
37;0.2;0;1.04;10;0.042;25;800;0.2;0.6;0;0;2;36;6;0;0;0;1
37;0.2;0;1.04;10;0.04;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;0
37;0.2;0;1.04;10;0.038;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;15;0.039;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;15;0.04;25;800;0.2;0.6;0;0;1;36;6;0;0;0;1
37;0.2;0;1.04;15;0.039;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;1
37;0.2;0;1.04;15;0.042;25;800;0.2;0.6;0;0;2;36;6;0;0;0;1
37;0.2;0;1.04;15;0.04;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;1
37;0.2;0;1.04;15;0.038;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;5;0.063;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;5;0.063;25;800;0.2;0.6;0;0;1;36;6;0;0;0;1
37;0.2;0;1.04;5;0.065;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;1
37;0.2;0;1.04;5;0.066;25;800;0.2;0.6;0;0;2;36;6;0;0;0;1
37;0.2;0;1.04;5;0.064;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;0
37;0.2;0;1.04;5;0.066;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;10;0.063;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;10;0.063;25;800;0.2;0.6;0;0;1;36;6;0;0;0;1
37;0.2;0;1.04;10;0.065;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;1
37;0.2;0;1.04;10;0.066;25;800;0.2;0.6;0;0;2;36;6;0;0;0;1
37;0.2;0;1.04;10;0.064;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;0
37;0.2;0;1.04;10;0.066;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
37;0.2;0;1.04;15;0.063;25;800;0.2;0.6;0;0;0.5;36;6;0;0;0;1
37;0.2;0;1.04;15;0.063;25;800;0.2;0.6;0;0;1;36;6;0;0;0;1
37;0.2;0;1.04;15;0.065;25;800;0.2;0.6;0;0;1.5;36;6;0;0;0;1
37;0.2;0;1.04;15;0.066;25;800;0.2;0.6;0;0;2;36;6;0;0;0;1
37;0.2;0;1.04;15;0.064;25;800;0.2;0.6;0;0;2.5;36;6;0;0;0;1
37;0.2;0;1.04;15;0.066;25;800;0.2;0.6;0;0;3;36;6;0;0;0;0
38;0.348;1.957;1.891;10;0.055;55;550;0.13;20;0;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.026;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.027;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.032;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.029;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.02;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.013;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.01;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.2;0;0.88;66;0.009;50;678;0.099;5;0.197;0;0;0;0;0;0;0;1
39;0.18;0;0.88;66;0.026;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;1
39;0.18;0;0.88;66;0.01;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;0
39;0.2;0;0.88;66;0.027;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;1
39;0.2;0;0.88;66;0.032;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;1
39;0.2;0;0.88;66;0.029;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;1
39;0.2;0;0.88;66;0.02;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;1
39;0.2;0;0.88;66;0.013;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;1
39;0.2;0;0.88;66;0.009;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;0
39;0.22;0;0.88;66;0.026;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;1
39;0.22;0;0.88;66;0.01;50;678;0.099;5;0.197;0;0;0;0;156;0.2;13;0
39;0.2;0;0.88;66;0.026;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;1
39;0.2;0;0.88;66;0.027;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;1
39;0.2;0;0.88;66;0.032;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;1
39;0.2;0;0.88;66;0.029;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;1
39;0.2;0;0.88;66;0.02;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;1
39;0.2;0;0.88;66;0.013;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;1
39;0.2;0;0.88;66;0.01;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;0
39;0.2;0;0.88;66;0.009;50;678;0.099;5;0.197;0;1.82;20;12;156;0.2;13;0
40;0.45;1.89;1.61;1;0.051;50;200;0;12.5;0;0;0;0;0;0;0;0;0
40;0.59;2.52;2.48;1;0.039;50;200;0;12.5;0;0;0;0;0;0;0;0;0
40;0.76;3.15;3.35;1;0.038;50;200;0;12.5;0;0;0;0;0;0;0;0;0
40;0.45;1.89;1.61;1;0.051;50;400;0;12.5;0;0;0;0;0;0;0;0;0
40;0.59;2.52;2.48;1;0.039;50;400;0;12.5;0;0;0;0;0;0;0;0;0
40;0.76;3.15;3.35;1;0.038;50;400;0;12.5;0;0;0;0;0;0;0;0;0
40;0.45;1.89;1.61;1;0.051;50;600;0;12.5;0;0;0;0;0;0;0;0;0
40;0.59;2.52;2.48;1;0.039;50;600;0;12.5;0;0;0;0;0;0;0;0;0
40;0.76;3.15;3.35;1;0.038;50;600;0;12.5;0;0;0;0;0;0;0;0;0
40;0.45;1.89;1.61;1;0.051;50;800;0;12.5;0;0;0;0;0;0;0;0;0
40;0.59;2.52;2.48;1;0.039;50;800;0;12.5;0;0;0;0;0;0;0;0;0
40;0.76;3.15;3.35;1;0.038;50;800;0;12.5;0;0;0;0;0;0;0;0;0
40;0.45;1.89;1.61;1;0.051;50;1000;0;12.5;0;0;0;0;0;0;0;0;0
40;0.59;2.52;2.48;1;0.039;50;1000;0;12.5;0;0;0;0;0;0;0;0;0
40;0.76;3.15;3.35;1;0.038;50;1000;0;12.5;0;0;0;0;0;0;0;0;0
40;0.45;1.89;1.61;9;0.066;50;650;0;12.5;0;0;0;0;0;0;0;0;1
40;0.59;2.52;2.48;9;0.057;50;650;0;12.5;0;0;0;0;0;0;0;0;1
40;0.76;3.15;3.35;9;0.069;50;650;0;12.5;0;0;0;0;0;0;0;0;0
41;0.195;0;1;2;0.064;25;600;0.23;0.6;0;0;2.5;32;6;0;0;0;0
41;0.195;0;1;2;0.062;25;600;0;0.6;0.23;0;2.5;32;6;0;0;0;0
41;0.195;0;1;2;0.062;25;600;0;0.6;0;0.23;2.5;32;6;0;0;0;0
41;0.195;0;1;2;0.069;25;600;0.23;0.6;0;0;4.5;32;6;0;0;0;0
41;0.195;0;1;2;0.069;25;600;0;0.6;0.23;0;4.5;32;6;0;0;0;0
41;0.195;0;1;2;0.065;25;600;0;0.6;0;0.23;4.5;32;6;0;0;0;0
41;0.195;0;1;10;0.064;25;600;0.23;0.6;0;0;2.5;32;6;0;0;0;1
41;0.195;0;1;10;0.062;25;600;0;0.6;0.23;0;2.5;32;6;0;0;0;0
41;0.195;0;1;10;0.062;25;600;0;0.6;0;0.23;2.5;32;6;0;0;0;0
41;0.195;0;1;10;0.069;25;600;0.23;0.6;0;0;4.5;32;6;0;0;0;0
41;0.195;0;1;10;0.069;25;600;0;0.6;0.23;0;4.5;32;6;0;0;0;0
41;0.195;0;1;10;0.065;25;600;0;0.6;0;0.23;4.5;32;6;0;0;0;0
41;0.195;0;1;2;0.046;25;600;0.23;0.6;0;0;2.5;32;6;0;0;0;0
41;0.195;0;1;2;0.042;25;600;0;0.6;0.23;0;2.5;32;6;0;0;0;0
41;0.195;0;1;2;0.038;25;600;0;0.6;0;0.23;2.5;32;6;0;0;0;0
41;0.195;0;1;2;0.042;25;600;0.23;0.6;0;0;4.5;32;6;0;0;0;0
41;0.195;0;1;2;0.04;25;600;0;0.6;0.23;0;4.5;32;6;0;0;0;0
41;0.195;0;1;2;0.039;25;600;0;0.6;0;0.23;4.5;32;6;0;0;0;0
41;0.195;0;1;10;0.046;25;600;0.23;0.6;0;0;2.5;32;6;0;0;0;1
41;0.195;0;1;10;0.042;25;600;0;0.6;0.23;0;2.5;32;6;0;0;0;0
41;0.195;0;1;10;0.038;25;600;0;0.6;0;0.23;2.5;32;6;0;0;0;0
41;0.195;0;1;10;0.042;25;600;0.23;0.6;0;0;4.5;32;6;0;0;0;0
41;0.195;0;1;10;0.04;25;600;0;0.6;0.23;0;4.5;32;6;0;0;0;0
41;0.195;0;1;10;0.039;25;600;0;0.6;0;0.23;4.5;32;6;0;0;0;0
41;0.195;0;1;2;0;25;500;0.23;0.6;0;0;0;0;0;60;0.2;13;1
41;0.195;0;1;2;0;25;500;0;0.6;0.23;0;0;0;0;60;0.2;13;0
41;0.195;0;1;2;0;25;500;0;0.6;0;0.23;0;0;0;60;0.2;13;0
41;0.195;0;1;2;0;25;500;0.23;0.6;0;0;0;0;0;120;0.2;13;1
41;0.195;0;1;2;0;25;500;0;0.6;0.23;0;0;0;0;120;0.2;13;0
41;0.195;0;1;2;0;25;500;0;0.6;0;0.23;0;0;0;120;0.2;13;0
41;0.195;0;1;10;0;25;500;0.23;0.6;0;0;0;0;0;60;0.2;13;1
41;0.195;0;1;10;0;25;500;0;0.6;0.23;0;0;0;0;60;0.2;13;0
41;0.195;0;1;10;0;25;500;0;0.6;0;0.23;0;0;0;60;0.2;13;0
41;0.195;0;1;10;0;25;500;0.23;0.6;0;0;0;0;0;120;0.2;13;1
41;0.195;0;1;10;0;25;500;0;0.6;0.23;0;0;0;0;120;0.2;13;0
41;0.195;0;1;10;0;25;500;0;0.6;0;0.23;0;0;0;120;0.2;13;0
41;0.195;0;1;2;0.044;25;500;0.23;0.6;0;0;0;0;0;60;0.2;13;1
41;0.195;0;1;2;0.039;25;500;0;0.6;0.23;0;0;0;0;60;0.2;13;0
41;0.195;0;1;2;0.039;25;500;0;0.6;0;0.23;0;0;0;60;0.2;13;0
41;0.195;0;1;2;0.038;25;500;0.23;0.6;0;0;0;0;0;120;0.2;13;1
41;0.195;0;1;2;0.041;25;500;0;0.6;0.23;0;0;0;0;120;0.2;13;0
41;0.195;0;1;2;0.04;25;500;0;0.6;0;0.23;0;0;0;120;0.2;13;0
41;0.195;0;1;10;0.044;25;500;0.23;0.6;0;0;0;0;0;60;0.2;13;1
41;0.195;0;1;10;0.039;25;500;0;0.6;0.23;0;0;0;0;60;0.2;13;1
41;0.195;0;1;10;0.039;25;500;0;0.6;0;0.23;0;0;0;60;0.2;13;0
41;0.195;0;1;10;0.038;25;500;0.23;0.6;0;0;0;0;0;120;0.2;13;1
41;0.195;0;1;10;0.041;25;500;0;0.6;0.23;0;0;0;0;120;0.2;13;1
41;0.195;0;1;10;0.04;25;500;0;0.6;0;0.23;0;0;0;120;0.2;13;0
41;0.195;0;1;2;0.067;25;500;0.23;0.6;0;0;0;0;0;60;0.2;13;1
41;0.195;0;1;2;0.066;25;500;0;0.6;0.23;0;0;0;0;60;0.2;13;0
41;0.195;0;1;2;0.067;25;500;0;0.6;0;0.23;0;0;0;60;0.2;13;0
41;0.195;0;1;2;0.067;25;500;0.23;0.6;0;0;0;0;0;120;0.2;13;1
41;0.195;0;1;2;0.063;25;500;0;0.6;0.23;0;0;0;0;120;0.2;13;0
41;0.195;0;1;2;0.069;25;500;0;0.6;0;0.23;0;0;0;120;0.2;13;0
41;0.195;0;1;10;0.067;25;500;0.23;0.6;0;0;0;0;0;60;0.2;13;1
41;0.195;0;1;10;0.066;25;500;0;0.6;0.23;0;0;0;0;60;0.2;13;1
41;0.195;0;1;10;0.067;25;500;0;0.6;0;0.23;0;0;0;60;0.2;13;0
41;0.195;0;1;10;0.067;25;500;0.23;0.6;0;0;0;0;0;120;0.2;13;1
41;0.195;0;1;10;0.063;25;500;0;0.6;0.23;0;0;0;0;120;0.2;13;1
41;0.195;0;1;10;0.069;25;500;0;0.6;0;0.23;0;0;0;120;0.2;13;0
41;0.195;0;1;2;0;25;600;0.23;0.6;0;0;1;32;6;78;0.2;13;0
41;0.195;0;1;2;0;25;600;0;0.6;0.23;0;1;32;6;78;0.2;13;0
41;0.195;0;1;2;0;25;600;0;0.6;0;0.23;1;32;6;78;0.2;13;0
41;0.195;0;1;2;0;25;600;0.23;0.6;0;0;1.5;32;6;39;0.2;13;0
41;0.195;0;1;2;0;25;600;0;0.6;0.23;0;1.5;32;6;39;0.2;13;0
41;0.195;0;1;2;0;25;600;0;0.6;0;0.23;1.5;32;6;39;0.2;13;0
41;0.195;0;1;10;0;25;600;0.23;0.6;0;0;1;32;6;78;0.2;13;1
41;0.195;0;1;10;0;25;600;0;0.6;0.23;0;1;32;6;78;0.2;13;0
41;0.195;0;1;10;0;25;600;0;0.6;0;0.23;1;32;6;78;0.2;13;0
41;0.195;0;1;10;0;25;600;0.23;0.6;0;0;1.5;32;6;39;0.2;13;0
41;0.195;0;1;10;0;25;600;0;0.6;0.23;0;1.5;32;6;39;0.2;13;0
41;0.195;0;1;10;0;25;600;0;0.6;0;0.23;1.5;32;6;39;0.2;13;0
41;0.195;0;1;2;0.045;25;600;0.23;0.6;0;0;1;32;6;78;0.2;13;1
41;0.195;0;1;2;0.04;25;600;0;0.6;0.23;0;1;32;6;78;0.2;13;0
41;0.195;0;1;2;0.039;25;600;0;0.6;0;0.23;1;32;6;78;0.2;13;0
41;0.195;0;1;2;0.049;25;600;0.23;0.6;0;0;1.5;32;6;39;0.2;13;0
41;0.195;0;1;2;0.04;25;600;0;0.6;0.23;0;1.5;32;6;39;0.2;13;0
41;0.195;0;1;2;0.04;25;600;0;0.6;0;0.23;1.5;32;6;39;0.2;13;0
41;0.195;0;1;10;0.045;25;600;0.23;0.6;0;0;1;32;6;78;0.2;13;1
41;0.195;0;1;10;0.04;25;600;0;0.6;0.23;0;1;32;6;78;0.2;13;0
41;0.195;0;1;10;0.039;25;600;0;0.6;0;0.23;1;32;6;78;0.2;13;0
