idx_original;Reference;Water/binder ratio;Coarse aggregate/binder ratio;Fine aggregate/binder ratio;Heating rate, °C/min;Moisture content;Characteristic length, mm;Maximum exposure temperature, °C;Silica fume/binder ratio;Maximum aggregate size, mm;GGBS/binder ratio;Fly ash/binder ratio;Quantity of PP fiber, kg/m³;Diameter of PP fiber, um;Length of PP fiber,mm;Quantity of S fiber, kg/m³;Diameter of S fiber, mm;Length of S fiber,mm;output
181;10;0.19;0.0;1.258;30.0;0.0;25.0;300.0;0.232;0.6;0.0;0.0;0.0;0.0;0;80.0;0.175;12;0
182;10;0.19;0.0;1.258;30.0;0.0;25.0;400.0;0.232;0.6;0.0;0.0;0.0;0.0;0;80.0;0.175;12;0
183;10;0.19;0.0;1.258;30.0;0.0;25.0;600.0;0.232;0.6;0.0;0.0;0.0;0.0;0;80.0;0.175;12;1
184;10;0.19;0.0;1.258;30.0;0.0;25.0;700.0;0.232;0.6;0.0;0.0;0.0;0.0;0;80.0;0.175;12;1
185;10;0.19;0.0;1.258;30.0;0.0;25.0;800.0;0.232;0.6;0.0;0.0;0.0;0.0;0;80.0;0.175;12;1
186;10;0.19;0.0;1.229;30.0;0.0;25.0;200.0;0.232;0.6;0.0;0.0;0.0;0.0;0;160.0;0.175;12;0
187;10;0.19;0.0;1.229;30.0;0.0;25.0;300.0;0.232;0.6;0.0;0.0;0.0;0.0;0;160.0;0.175;12;0
188;10;0.19;0.0;1.229;30.0;0.0;25.0;400.0;0.232;0.6;0.0;0.0;0.0;0.0;0;160.0;0.175;12;0
189;10;0.19;0.0;1.229;30.0;0.0;25.0;600.0;0.232;0.6;0.0;0.0;0.0;0.0;0;160.0;0.175;12;1
190;10;0.19;0.0;1.229;30.0;0.0;25.0;700.0;0.232;0.6;0.0;0.0;0.0;0.0;0;160.0;0.175;12;1
191;10;0.19;0.0;1.229;30.0;0.0;25.0;800.0;0.232;0.6;0.0;0.0;0.0;0.0;0;160.0;0.175;12;1
192;10;0.19;0.0;1.201;30.0;0.0;25.0;200.0;0.232;0.6;0.0;0.0;0.0;0.0;0;240.0;0.175;12;0
193;10;0.19;0.0;1.201;30.0;0.0;25.0;300.0;0.232;0.6;0.0;0.0;0.0;0.0;0;240.0;0.175;12;0
194;10;0.19;0.0;1.201;30.0;0.0;25.0;400.0;0.232;0.6;0.0;0.0;0.0;0.0;0;240.0;0.175;12;0
195;10;0.19;0.0;1.201;30.0;0.0;25.0;500.0;0.232;0.6;0.0;0.0;0.0;0.0;0;240.0;0.175;12;1
196;10;0.19;0.0;1.201;30.0;0.0;25.0;600.0;0.232;0.6;0.0;0.0;0.0;0.0;0;240.0;0.175;12;1
197;10;0.19;0.0;1.201;30.0;0.0;25.0;700.0;0.232;0.6;0.0;0.0;0.0;0.0;0;240.0;0.175;12;1
198;10;0.19;0.0;1.201;30.0;0.0;25.0;800.0;0.232;0.6;0.0;0.0;0.0;0.0;0;240.0;0.175;12;1
199;11;0.421;3.135;1.842;3.0;0.025;50.0;150.0;0.0;20.0;0.0;0.248;0.0;0.0;0;0.0;0.0;0;0
200;11;0.421;3.135;1.842;3.0;0.025;50.0;200.0;0.0;20.0;0.0;0.248;0.0;0.0;0;0.0;0.0;0;0
201;11;0.421;3.135;1.842;3.0;0.025;50.0;250.0;0.0;20.0;0.0;0.248;0.0;0.0;0;0.0;0.0;0;0
202;11;0.421;3.135;1.842;3.0;0.025;50.0;300.0;0.0;20.0;0.0;0.248;0.0;0.0;0;0.0;0.0;0;0
203;11;0.421;3.135;1.842;3.0;0.025;50.0;350.0;0.0;20.0;0.0;0.248;0.0;0.0;0;0.0;0.0;0;0
204;11;0.421;3.135;1.842;3.0;0.025;50.0;400.0;0.0;20.0;0.0;0.248;0.0;0.0;0;0.0;0.0;0;0
205;11;0.421;3.135;1.842;3.0;0.025;50.0;450.0;0.0;20.0;0.0;0.248;0.0;0.0;0;0.0;0.0;0;0
206;12;0.58;3.8;2.4;66.0;0.05;50.0;678.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
207;12;0.46;3.1;1.9;66.0;0.053;50.0;678.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
208;12;0.34;2.1;1.0;66.0;0.055;50.0;678.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
209;12;0.3;2.683;1.262;66.0;0.055;50.0;678.0;0.0;14.0;0.099;0.0;0.0;0.0;0;0.0;0.0;0;1
210;13;0.61;3.952;2.29;5.0;0.036;50.0;800.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
211;13;0.61;3.952;2.29;5.0;0.037;50.0;800.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
212;13;0.61;3.952;2.29;5.0;0.036;50.0;800.0;0.0;4.75;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
213;13;0.42;2.347;1.695;5.0;0.037;50.0;800.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
214;13;0.42;2.347;1.695;5.0;0.037;50.0;800.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
215;13;0.42;2.347;1.695;5.0;0.037;50.0;800.0;0.0;4.75;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
216;13;0.61;3.952;2.29;5.0;0.025;50.0;800.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
217;13;0.61;3.952;2.29;5.0;0.026;50.0;800.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
218;13;0.61;3.952;2.29;5.0;0.026;50.0;800.0;0.0;4.75;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
219;13;0.42;2.347;1.695;5.0;0.028;50.0;800.0;0.0;14.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
220;13;0.42;2.347;1.695;5.0;0.027;50.0;800.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
221;13;0.42;2.347;1.695;5.0;0.027;50.0;800.0;0.0;4.75;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
222;14;0.24;0.0;1.237;10.0;0.03;50.0;300.0;0.0;1.0;0.458;0.0;0.0;0.0;0;0.0;0.0;0;0
223;14;0.24;0.0;1.237;10.0;0.03;50.0;600.0;0.0;1.0;0.458;0.0;0.0;0.0;0;0.0;0.0;0;1
224;14;0.24;0.0;1.237;10.0;0.03;50.0;900.0;0.0;1.0;0.458;0.0;0.0;0.0;0;0.0;0.0;0;1
225;14;0.24;0.0;1.237;10.0;0.03;25.0;300.0;0.0;1.0;0.458;0.0;0.0;0.0;0;0.0;0.0;0;0
226;14;0.24;0.0;1.237;10.0;0.03;25.0;600.0;0.0;1.0;0.458;0.0;0.0;0.0;0;0.0;0.0;0;1
227;14;0.24;0.0;1.237;10.0;0.03;25.0;900.0;0.0;1.0;0.458;0.0;0.0;0.0;0;0.0;0.0;0;1
228;14;0.24;0.0;1.237;10.0;0.03;50.0;300.0;0.0;1.0;0.458;0.0;7.28;32.0;12;0.0;0.0;0;0
229;14;0.24;0.0;1.237;10.0;0.03;50.0;600.0;0.0;1.0;0.458;0.0;7.28;32.0;12;0.0;0.0;0;1
230;14;0.24;0.0;1.237;10.0;0.03;50.0;900.0;0.0;1.0;0.458;0.0;7.28;32.0;12;0.0;0.0;0;1
231;14;0.24;0.0;1.237;10.0;0.03;25.0;300.0;0.0;1.0;0.458;0.0;14.56;32.0;12;0.0;0.0;0;0
232;14;0.24;0.0;1.237;10.0;0.03;25.0;600.0;0.0;1.0;0.458;0.0;14.56;32.0;12;0.0;0.0;0;0
233;14;0.24;0.0;1.237;10.0;0.03;25.0;900.0;0.0;1.0;0.458;0.0;14.56;32.0;12;0.0;0.0;0;0
234;15;0.537;3.0;2.414;66.0;0.038;75.0;678.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
235;16;0.186;0.0;1.222;0.25;0.03;75.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
236;16;0.186;0.0;1.222;0.5;0.03;75.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
237;16;0.269;1.194;1.194;0.5;0.04;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
238;16;0.269;1.194;1.194;1.0;0.04;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
239;16;0.269;1.194;1.194;1.5;0.04;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
240;16;0.269;1.194;1.194;2.0;0.04;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
241;16;0.269;1.194;1.194;2.5;0.04;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
242;16;0.269;1.194;1.194;4.0;0.04;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
243;16;0.33;3.125;1.625;5.0;0.029;75.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
244;16;0.33;3.125;1.625;6.0;0.029;75.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
245;16;0.33;3.125;1.625;8.0;0.029;75.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
246;16;0.186;0.0;1.222;0.25;0.034;75.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
247;16;0.186;0.0;1.222;0.5;0.034;75.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
248;16;0.186;0.0;1.222;0.75;0.034;75.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;1
249;16;0.186;0.0;1.222;1.0;0.034;75.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;1
250;16;0.269;1.194;1.194;0.5;0.038;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
251;16;0.269;1.194;1.194;1.0;0.038;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
252;16;0.269;1.194;1.194;1.75;0.038;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;1
253;16;0.269;1.194;1.194;2.0;0.038;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;1
254;16;0.269;1.194;1.194;2.5;0.038;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;1
255;16;0.269;1.194;1.194;3.0;0.038;75.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;1
256;16;0.33;3.125;1.625;3.0;0.027;75.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
257;16;0.33;3.125;1.625;4.0;0.027;75.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
258;16;0.33;3.125;1.625;8.0;0.027;75.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
259;16;0.186;0.0;1.222;2.0;0.0;20.0;150.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
260;16;0.186;0.0;1.222;2.0;0.0;20.0;175.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
261;16;0.186;0.0;1.222;2.0;0.0;20.0;200.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
262;16;0.186;0.0;1.222;2.0;0.0;20.0;250.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
263;16;0.186;0.0;1.222;1.3;0.0;20.0;300.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
264;16;0.186;0.0;1.222;0.92;0.0;20.0;400.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
265;16;0.186;0.0;1.222;0.78;0.0;20.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
266;16;0.269;1.194;1.194;2.0;0.0;20.0;150.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
267;16;0.269;1.194;1.194;2.0;0.0;20.0;175.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
268;16;0.269;1.194;1.194;2.0;0.0;20.0;200.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
269;16;0.269;1.194;1.194;2.0;0.0;20.0;250.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
270;16;0.269;1.194;1.194;1.3;0.0;20.0;300.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
271;16;0.269;1.194;1.194;0.92;0.0;20.0;400.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
272;16;0.269;1.194;1.194;0.78;0.0;20.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
273;16;0.33;3.125;1.625;2.0;0.0;20.0;150.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
274;16;0.33;3.125;1.625;2.0;0.0;20.0;175.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
275;16;0.33;3.125;1.625;2.0;0.0;20.0;200.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
276;16;0.33;3.125;1.625;2.0;0.0;20.0;250.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
277;16;0.33;3.125;1.625;1.3;0.0;20.0;300.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
278;16;0.33;3.125;1.625;0.92;0.0;20.0;400.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
279;16;0.33;3.125;1.625;0.78;0.0;20.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;156.0;0.15;6;0
280;16;0.186;0.0;1.222;2.0;0.0;20.0;150.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
281;16;0.186;0.0;1.222;2.0;0.0;20.0;175.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
282;16;0.186;0.0;1.222;2.0;0.0;20.0;200.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
283;16;0.186;0.0;1.222;2.0;0.0;20.0;250.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
284;16;0.186;0.0;1.222;1.3;0.0;20.0;300.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
285;16;0.186;0.0;1.222;0.92;0.0;20.0;400.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
286;16;0.186;0.0;1.222;0.78;0.0;20.0;500.0;0.14;0.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
287;16;0.269;1.194;1.194;2.0;0.0;20.0;150.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
288;16;0.269;1.194;1.194;2.0;0.0;20.0;175.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
289;16;0.269;1.194;1.194;2.0;0.0;20.0;200.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
290;16;0.269;1.194;1.194;2.0;0.0;20.0;250.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
291;16;0.269;1.194;1.194;1.3;0.0;20.0;300.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
292;16;0.269;1.194;1.194;0.92;0.0;20.0;400.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
293;16;0.269;1.194;1.194;0.78;0.0;20.0;500.0;0.099;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
294;16;0.33;3.125;1.625;2.0;0.0;20.0;150.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
295;16;0.33;3.125;1.625;2.0;0.0;20.0;175.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
296;16;0.33;3.125;1.625;2.0;0.0;20.0;200.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
297;16;0.33;3.125;1.625;2.0;0.0;20.0;250.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
298;16;0.33;3.125;1.625;1.3;0.0;20.0;300.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
299;16;0.33;3.125;1.625;0.92;0.0;20.0;400.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
300;16;0.33;3.125;1.625;0.78;0.0;20.0;500.0;0.0;16.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
301;16;0.186;0.0;1.222;2.0;0.0;20.0;150.0;0.14;0.5;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
302;16;0.186;0.0;1.222;2.0;0.0;20.0;175.0;0.14;0.5;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
303;16;0.186;0.0;1.222;2.0;0.0;20.0;200.0;0.14;0.5;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
304;16;0.186;0.0;1.222;2.0;0.0;20.0;250.0;0.14;0.5;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
305;16;0.186;0.0;1.222;1.3;0.0;20.0;300.0;0.14;0.5;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
306;16;0.186;0.0;1.222;0.92;0.0;20.0;400.0;0.14;0.5;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
307;16;0.186;0.0;1.222;0.78;0.0;20.0;500.0;0.14;0.5;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
308;16;0.269;1.194;1.194;2.0;0.0;20.0;150.0;0.099;8.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
309;16;0.269;1.194;1.194;2.0;0.0;20.0;175.0;0.099;8.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
310;16;0.269;1.194;1.194;2.0;0.0;20.0;200.0;0.099;8.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
311;16;0.269;1.194;1.194;2.0;0.0;20.0;250.0;0.099;8.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
312;16;0.269;1.194;1.194;1.3;0.0;20.0;300.0;0.099;8.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
313;16;0.269;1.194;1.194;0.92;0.0;20.0;400.0;0.099;8.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
314;16;0.269;1.194;1.194;0.78;0.0;20.0;500.0;0.099;8.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
315;16;0.33;3.125;1.625;2.0;0.0;20.0;150.0;0.0;16.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
316;16;0.33;3.125;1.625;2.0;0.0;20.0;175.0;0.0;16.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
317;16;0.33;3.125;1.625;2.0;0.0;20.0;200.0;0.0;16.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
318;16;0.33;3.125;1.625;2.0;0.0;20.0;250.0;0.0;16.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
319;16;0.33;3.125;1.625;1.3;0.0;20.0;300.0;0.0;16.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
320;16;0.33;3.125;1.625;0.92;0.0;20.0;400.0;0.0;16.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
321;16;0.33;3.125;1.625;0.78;0.0;20.0;500.0;0.0;16.0;0.0;0.0;2.0;15.4;6;156.0;0.15;6;0
322;16;0.186;0.0;1.222;2.0;0.0;20.0;150.0;0.14;0.5;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
323;16;0.186;0.0;1.222;2.0;0.0;20.0;175.0;0.14;0.5;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
324;16;0.186;0.0;1.222;2.0;0.0;20.0;200.0;0.14;0.5;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
325;16;0.186;0.0;1.222;2.0;0.0;20.0;250.0;0.14;0.5;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
326;16;0.186;0.0;1.222;1.3;0.0;20.0;300.0;0.14;0.5;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
327;16;0.186;0.0;1.222;0.92;0.0;20.0;400.0;0.14;0.5;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
328;16;0.186;0.0;1.222;0.78;0.0;20.0;500.0;0.14;0.5;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
329;16;0.269;1.194;1.194;2.0;0.0;20.0;150.0;0.099;8.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
330;16;0.269;1.194;1.194;2.0;0.0;20.0;175.0;0.099;8.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
331;16;0.269;1.194;1.194;2.0;0.0;20.0;200.0;0.099;8.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
332;16;0.269;1.194;1.194;2.0;0.0;20.0;250.0;0.099;8.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
333;16;0.269;1.194;1.194;1.3;0.0;20.0;300.0;0.099;8.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
334;16;0.269;1.194;1.194;0.92;0.0;20.0;400.0;0.099;8.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
335;16;0.269;1.194;1.194;0.78;0.0;20.0;500.0;0.099;8.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
336;16;0.33;3.125;1.625;2.0;0.0;20.0;150.0;0.0;16.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
337;16;0.33;3.125;1.625;2.0;0.0;20.0;175.0;0.0;16.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
338;16;0.33;3.125;1.625;2.0;0.0;20.0;200.0;0.0;16.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
339;16;0.33;3.125;1.625;2.0;0.0;20.0;250.0;0.0;16.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
340;16;0.33;3.125;1.625;1.3;0.0;20.0;300.0;0.0;16.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
341;16;0.33;3.125;1.625;0.92;0.0;20.0;400.0;0.0;16.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
342;16;0.33;3.125;1.625;0.78;0.0;20.0;500.0;0.0;16.0;0.0;0.0;2.0;18.0;6;156.0;0.15;6;0
343;17;0.196;0.0;0.345;23.5;0.001;38.1;200.0;0.0;0.28;0.0;0.655;0.0;0.0;0;0.0;0.0;0;0
344;17;0.196;0.0;0.345;23.5;0.001;38.1;400.0;0.0;0.28;0.0;0.655;0.0;0.0;0;0.0;0.0;0;0
345;17;0.196;0.0;0.345;23.5;0.001;38.1;600.0;0.0;0.28;0.0;0.655;0.0;0.0;0;0.0;0.0;0;1
346;18;0.229;1.565;2.112;66.0;0.03;175.0;678.0;0.118;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
347;18;0.312;1.668;1.494;240.0;0.025;175.0;1200.0;0.083;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
348;19;0.5;2.55;2.626;66.0;0.06;45.0;678.0;0.0;13.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
349;19;0.3;1.36;1.402;66.0;0.06;45.0;678.0;0.0;13.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
350;19;0.3;1.36;1.402;66.0;0.06;45.0;678.0;0.0;13.0;0.0;0.0;0.9;18.0;6;0.0;0.0;0;0
351;19;0.3;1.36;1.402;66.0;0.06;45.0;678.0;0.0;13.0;0.0;0.0;0.9;18.0;12;0.0;0.0;0;0
352;19;0.3;1.36;1.402;66.0;0.06;45.0;678.0;0.0;13.0;0.0;0.0;0.9;28.0;12;0.0;0.0;0;0
353;19;0.5;2.55;2.626;200.0;0.06;45.0;700.0;0.0;13.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
354;19;0.3;1.36;1.402;200.0;0.06;45.0;700.0;0.0;13.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
355;19;0.3;1.36;1.402;200.0;0.06;45.0;700.0;0.0;13.0;0.0;0.0;0.9;18.0;6;0.0;0.0;0;0
356;19;0.3;1.36;1.402;200.0;0.06;45.0;700.0;0.0;13.0;0.0;0.0;0.9;18.0;12;0.0;0.0;0;0
357;19;0.3;1.36;1.402;200.0;0.06;45.0;700.0;0.0;13.0;0.0;0.0;0.9;28.0;12;0.0;0.0;0;1
358;20;0.3;1.61;1.346;236.0;0.035;50.0;1200.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
359;20;0.3;2.382;1.85;236.0;0.055;50.0;1200.0;0.0;25.0;0.0;0.0;1.365;110.0;12;0.0;0.0;0;0
360;21;0.4;3.214;1.786;7.0;0.0;50.0;400.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
361;21;0.4;3.214;1.786;7.0;0.0;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
362;21;0.4;3.214;1.786;7.0;0.0;50.0;800.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
363;21;0.4;3.214;1.786;7.0;0.0;50.0;1000.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
364;21;0.4;3.214;1.786;7.0;0.0;50.0;400.0;0.0;10.0;0.0;0.7;0.0;0.0;0;0.0;0.0;0;0
365;21;0.4;3.214;1.786;7.0;0.0;50.0;600.0;0.0;10.0;0.0;0.7;0.0;0.0;0;0.0;0.0;0;0
366;21;0.4;3.214;1.786;7.0;0.0;50.0;800.0;0.0;10.0;0.0;0.7;0.0;0.0;0;0.0;0.0;0;0
367;21;0.4;3.214;1.786;7.0;0.0;50.0;1000.0;0.0;10.0;0.0;0.7;0.0;0.0;0;0.0;0.0;0;0
368;21;0.4;3.214;1.786;7.0;0.0;50.0;400.0;0.1;10.0;0.0;0.6;0.0;0.0;0;0.0;0.0;0;0
369;21;0.4;3.214;1.786;7.0;0.0;50.0;600.0;0.1;10.0;0.0;0.6;0.0;0.0;0;0.0;0.0;0;0
370;21;0.4;3.214;1.786;7.0;0.0;50.0;800.0;0.1;10.0;0.0;0.6;0.0;0.0;0;0.0;0.0;0;0
371;21;0.4;3.214;1.786;7.0;0.0;50.0;1000.0;0.1;10.0;0.0;0.6;0.0;0.0;0;0.0;0.0;0;0
372;21;0.4;3.214;1.786;7.0;0.0;50.0;400.0;0.2;10.0;0.0;0.5;0.0;0.0;0;0.0;0.0;0;0
373;21;0.4;3.214;1.786;7.0;0.0;50.0;600.0;0.2;10.0;0.0;0.5;0.0;0.0;0;0.0;0.0;0;0
374;21;0.4;3.214;1.786;7.0;0.0;50.0;800.0;0.2;10.0;0.0;0.5;0.0;0.0;0;0.0;0.0;0;0
375;21;0.4;3.214;1.786;7.0;0.0;50.0;1000.0;0.2;10.0;0.0;0.5;0.0;0.0;0;0.0;0.0;0;0
376;22;0.4;1.643;1.19;8.0;0.0;50.0;400.0;0.0;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
