idx_original;Reference;Water/binder ratio;Coarse aggregate/binder ratio;Fine aggregate/binder ratio;Heating rate, °C/min;Moisture content;Characteristic length, mm;Maximum exposure temperature, °C;Silica fume/binder ratio;Maximum aggregate size, mm;GGBS/binder ratio;Fly ash/binder ratio;Quantity of PP fiber, kg/m³;Diameter of PP fiber, um;Length of PP fiber,mm;Quantity of S fiber, kg/m³;Diameter of S fiber, mm;Length of S fiber,mm;output
573;33;0.32;0.974;0.779;1.0;0.03;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;0.0;0.0;0;0
574;33;0.32;0.974;0.779;1.0;0.035;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;0.0;0.0;0;0
575;33;0.24;0.0;1.0;1.0;0.026;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
576;33;0.5;2.5;2.0;5.0;0.031;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
577;33;0.42;2.0;2.2;5.0;0.039;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
578;33;0.55;2.8;2.0;5.0;0.033;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
579;33;0.32;1.271;1.02;5.0;0.028;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
580;33;0.32;0.974;0.779;5.0;0.03;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;0.0;0.0;0;0
581;33;0.32;0.974;0.779;5.0;0.035;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;0.0;0.0;0;0
582;33;0.24;0.0;1.0;5.0;0.026;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
583;33;0.5;2.5;2.0;1.0;0.051;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
584;33;0.42;2.0;2.2;1.0;0.054;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
585;33;0.55;2.8;2.0;1.0;0.057;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
586;33;0.32;1.271;1.02;1.0;0.042;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
587;33;0.32;0.974;0.779;1.0;0.046;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;0.0;0.0;0;0
588;33;0.32;0.974;0.779;1.0;0.047;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;0.0;0.0;0;0
589;33;0.24;0.0;1.0;1.0;0.0;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
590;33;0.5;2.5;2.0;5.0;0.051;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
591;33;0.42;2.0;2.2;5.0;0.054;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
592;33;0.55;2.8;2.0;5.0;0.057;50.0;600.0;0.0;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
593;33;0.32;1.271;1.02;5.0;0.042;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
594;33;0.32;0.974;0.779;5.0;0.046;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;0.0;0.0;0;1
595;33;0.32;0.974;0.779;5.0;0.047;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;0.0;0.0;0;1
596;33;0.24;0.0;1.0;5.0;0.0;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
597;34;0.32;1.271;1.02;5.0;0.029;50.0;600.0;0.152;10.0;0.0;0.0;1.8;60.0;10;0.0;0.0;0;0
598;34;0.32;0.974;0.779;5.0;0.032;50.0;600.0;0.116;10.0;0.234;0.0;1.8;60.0;10;0.0;0.0;0;0
599;34;0.32;0.974;0.779;5.0;0.03;50.0;600.0;0.116;10.0;0.0;0.234;1.8;60.0;10;0.0;0.0;0;0
600;34;0.24;0.0;1.0;5.0;0.028;50.0;600.0;0.167;4.0;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
601;34;0.24;0.0;0.5;5.0;0.024;50.0;600.0;0.167;0.12;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
602;34;0.32;1.271;1.02;5.0;0.052;50.0;600.0;0.152;10.0;0.0;0.0;1.8;60.0;10;0.0;0.0;0;0
603;34;0.32;0.974;0.779;5.0;0.055;50.0;600.0;0.116;10.0;0.234;0.0;1.8;60.0;10;0.0;0.0;0;0
604;34;0.32;0.974;0.779;5.0;0.057;50.0;600.0;0.116;10.0;0.0;0.234;1.8;60.0;10;0.0;0.0;0;0
605;34;0.24;0.0;1.0;5.0;0.049;50.0;600.0;0.167;4.0;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
606;34;0.24;0.0;0.5;5.0;0.046;50.0;600.0;0.167;0.12;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
607;34;0.32;1.271;1.02;10.0;0.029;50.0;600.0;0.152;10.0;0.0;0.0;1.8;60.0;10;0.0;0.0;0;0
608;34;0.32;0.974;0.779;10.0;0.032;50.0;600.0;0.116;10.0;0.234;0.0;1.8;60.0;10;0.0;0.0;0;0
609;34;0.32;0.974;0.779;10.0;0.03;50.0;600.0;0.116;10.0;0.0;0.234;1.8;60.0;10;0.0;0.0;0;0
610;34;0.24;0.0;1.0;10.0;0.028;50.0;600.0;0.167;4.0;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
611;34;0.24;0.0;0.5;10.0;0.024;50.0;600.0;0.167;0.12;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
612;34;0.32;1.271;1.02;10.0;0.052;50.0;600.0;0.152;10.0;0.0;0.0;1.8;60.0;10;0.0;0.0;0;0
613;34;0.32;0.974;0.779;10.0;0.055;50.0;600.0;0.116;10.0;0.234;0.0;1.8;60.0;10;0.0;0.0;0;0
614;34;0.32;0.974;0.779;10.0;0.057;50.0;600.0;0.116;10.0;0.0;0.234;1.8;60.0;10;0.0;0.0;0;0
615;34;0.24;0.0;1.0;10.0;0.049;50.0;600.0;0.167;4.0;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
616;34;0.24;0.0;0.5;10.0;0.046;50.0;600.0;0.167;0.12;0.0;0.0;2.0;60.0;10;0.0;0.0;0;1
617;35;0.32;1.271;1.02;5.0;0.03;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;50.0;0.54;35;0
618;35;0.32;0.974;0.779;5.0;0.032;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;50.0;0.54;35;0
619;35;0.32;0.974;0.779;5.0;0.032;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;50.0;0.54;35;0
620;35;0.24;0.0;1.0;5.0;0.027;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
621;35;0.24;0.0;0.5;5.0;0.028;50.0;600.0;0.167;0.12;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
622;35;0.32;1.271;1.02;5.0;0.052;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;50.0;0.54;35;0
623;35;0.32;0.974;0.779;5.0;0.051;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;50.0;0.54;35;0
624;35;0.32;0.974;0.779;5.0;0.055;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;50.0;0.54;35;0
625;35;0.24;0.0;1.0;5.0;0.049;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
626;35;0.24;0.0;0.5;5.0;0.047;50.0;600.0;0.167;0.12;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
627;35;0.32;1.271;1.02;15.0;0.03;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;50.0;0.54;35;0
628;35;0.32;0.974;0.779;15.0;0.032;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;50.0;0.54;35;0
629;35;0.32;0.974;0.779;15.0;0.032;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;50.0;0.54;35;0
630;35;0.24;0.0;1.0;15.0;0.027;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
631;35;0.24;0.0;0.5;15.0;0.028;50.0;600.0;0.167;0.12;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
632;35;0.32;1.271;1.02;15.0;0.052;50.0;600.0;0.152;10.0;0.0;0.0;0.0;0.0;0;50.0;0.54;35;0
633;35;0.32;0.974;0.779;15.0;0.051;50.0;600.0;0.116;10.0;0.234;0.0;0.0;0.0;0;50.0;0.54;35;0
634;35;0.32;0.974;0.779;15.0;0.055;50.0;600.0;0.116;10.0;0.0;0.234;0.0;0.0;0;50.0;0.54;35;0
635;35;0.24;0.0;1.0;15.0;0.049;50.0;600.0;0.167;4.0;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
636;35;0.24;0.0;0.5;15.0;0.047;50.0;600.0;0.167;0.12;0.0;0.0;0.0;0.0;0;50.0;0.16;13;1
637;36;0.485;2.776;2.776;120.0;0.044;60.0;1200.0;0.0;16.0;0.0;0.147;0.0;0.0;0;0.0;0.0;0;1
638;36;0.485;2.776;2.776;120.0;0.045;60.0;1200.0;0.0;16.0;0.0;0.147;0.0;0.0;0;0.0;0.0;0;1
639;36;0.485;2.776;2.776;120.0;0.027;60.0;1200.0;0.0;16.0;0.0;0.147;0.0;0.0;0;0.0;0.0;0;1
640;36;0.485;2.776;2.776;120.0;0.025;60.0;1200.0;0.0;16.0;0.0;0.147;0.0;0.0;0;0.0;0.0;0;1
641;36;0.485;2.776;2.776;120.0;0.023;60.0;1200.0;0.0;16.0;0.0;0.147;0.0;0.0;0;0.0;0.0;0;1
642;36;0.485;2.776;2.776;120.0;0.005;60.0;1200.0;0.0;16.0;0.0;0.147;0.0;0.0;0;0.0;0.0;0;0
643;36;0.485;2.776;2.776;120.0;0.004;60.0;1200.0;0.0;16.0;0.0;0.147;0.0;0.0;0;0.0;0.0;0;0
644;36;0.53;2.381;2.381;120.0;0.042;60.0;1200.0;0.0;16.0;0.0;0.189;0.0;0.0;0;0.0;0.0;0;1
645;36;0.53;2.381;2.381;120.0;0.038;60.0;1200.0;0.0;16.0;0.0;0.189;0.0;0.0;0;0.0;0.0;0;1
646;36;0.53;2.381;2.381;120.0;0.033;60.0;1200.0;0.0;16.0;0.0;0.189;0.0;0.0;0;0.0;0.0;0;1
647;36;0.53;2.381;2.381;120.0;0.027;60.0;1200.0;0.0;16.0;0.0;0.189;0.0;0.0;0;0.0;0.0;0;1
648;36;0.53;2.381;2.381;120.0;0.028;60.0;1200.0;0.0;16.0;0.0;0.189;0.0;0.0;0;0.0;0.0;0;1
649;36;0.53;2.381;2.381;120.0;0.018;60.0;1200.0;0.0;16.0;0.0;0.189;0.0;0.0;0;0.0;0.0;0;0
650;36;0.53;2.381;2.381;120.0;0.004;60.0;1200.0;0.0;16.0;0.0;0.189;0.0;0.0;0;0.0;0.0;0;0
651;37;0.2;0.0;1.04;5.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;0
652;37;0.2;0.0;1.04;5.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;0
653;37;0.2;0.0;1.04;5.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;0
654;37;0.2;0.0;1.04;5.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;0
655;37;0.2;0.0;1.04;5.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;0
656;37;0.2;0.0;1.04;5.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
657;37;0.2;0.0;1.04;10.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
658;37;0.2;0.0;1.04;10.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;0
659;37;0.2;0.0;1.04;10.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;0
660;37;0.2;0.0;1.04;10.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;0
661;37;0.2;0.0;1.04;10.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;0
662;37;0.2;0.0;1.04;10.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
663;37;0.2;0.0;1.04;15.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
664;37;0.2;0.0;1.04;15.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;1
665;37;0.2;0.0;1.04;15.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;0
666;37;0.2;0.0;1.04;15.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;0
667;37;0.2;0.0;1.04;15.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;0
668;37;0.2;0.0;1.04;15.0;0.0;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
669;37;0.2;0.0;1.04;5.0;0.039;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
670;37;0.2;0.0;1.04;5.0;0.04;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;1
671;37;0.2;0.0;1.04;5.0;0.039;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;0
672;37;0.2;0.0;1.04;5.0;0.042;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;0
673;37;0.2;0.0;1.04;5.0;0.04;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;0
674;37;0.2;0.0;1.04;5.0;0.038;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
675;37;0.2;0.0;1.04;10.0;0.039;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
676;37;0.2;0.0;1.04;10.0;0.04;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;1
677;37;0.2;0.0;1.04;10.0;0.039;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;1
678;37;0.2;0.0;1.04;10.0;0.042;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;1
679;37;0.2;0.0;1.04;10.0;0.04;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;0
680;37;0.2;0.0;1.04;10.0;0.038;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
681;37;0.2;0.0;1.04;15.0;0.039;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
682;37;0.2;0.0;1.04;15.0;0.04;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;1
683;37;0.2;0.0;1.04;15.0;0.039;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;1
684;37;0.2;0.0;1.04;15.0;0.042;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;1
685;37;0.2;0.0;1.04;15.0;0.04;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;1
686;37;0.2;0.0;1.04;15.0;0.038;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
687;37;0.2;0.0;1.04;5.0;0.063;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
688;37;0.2;0.0;1.04;5.0;0.063;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;1
689;37;0.2;0.0;1.04;5.0;0.065;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;1
690;37;0.2;0.0;1.04;5.0;0.066;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;1
691;37;0.2;0.0;1.04;5.0;0.064;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;0
692;37;0.2;0.0;1.04;5.0;0.066;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
693;37;0.2;0.0;1.04;10.0;0.063;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
694;37;0.2;0.0;1.04;10.0;0.063;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;1
695;37;0.2;0.0;1.04;10.0;0.065;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;1
696;37;0.2;0.0;1.04;10.0;0.066;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;1
697;37;0.2;0.0;1.04;10.0;0.064;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;0
698;37;0.2;0.0;1.04;10.0;0.066;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
699;37;0.2;0.0;1.04;15.0;0.063;25.0;800.0;0.2;0.6;0.0;0.0;0.5;36.0;6;0.0;0.0;0;1
700;37;0.2;0.0;1.04;15.0;0.063;25.0;800.0;0.2;0.6;0.0;0.0;1.0;36.0;6;0.0;0.0;0;1
701;37;0.2;0.0;1.04;15.0;0.065;25.0;800.0;0.2;0.6;0.0;0.0;1.5;36.0;6;0.0;0.0;0;1
702;37;0.2;0.0;1.04;15.0;0.066;25.0;800.0;0.2;0.6;0.0;0.0;2.0;36.0;6;0.0;0.0;0;1
703;37;0.2;0.0;1.04;15.0;0.064;25.0;800.0;0.2;0.6;0.0;0.0;2.5;36.0;6;0.0;0.0;0;1
704;37;0.2;0.0;1.04;15.0;0.066;25.0;800.0;0.2;0.6;0.0;0.0;3.0;36.0;6;0.0;0.0;0;0
705;38;0.348;1.957;1.891;10.0;0.055;55.0;550.0;0.13;20.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
706;39;0.2;0.0;0.88;66.0;0.026;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
707;39;0.2;0.0;0.88;66.0;0.027;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
708;39;0.2;0.0;0.88;66.0;0.032;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
709;39;0.2;0.0;0.88;66.0;0.029;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
710;39;0.2;0.0;0.88;66.0;0.02;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
711;39;0.2;0.0;0.88;66.0;0.013;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
712;39;0.2;0.0;0.88;66.0;0.01;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
713;39;0.2;0.0;0.88;66.0;0.009;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;0.0;0.0;0;1
714;39;0.18;0.0;0.88;66.0;0.026;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;1
715;39;0.18;0.0;0.88;66.0;0.01;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;0
716;39;0.2;0.0;0.88;66.0;0.027;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;1
717;39;0.2;0.0;0.88;66.0;0.032;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;1
718;39;0.2;0.0;0.88;66.0;0.029;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;1
719;39;0.2;0.0;0.88;66.0;0.02;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;1
720;39;0.2;0.0;0.88;66.0;0.013;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;1
721;39;0.2;0.0;0.88;66.0;0.009;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;0
722;39;0.22;0.0;0.88;66.0;0.026;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;1
723;39;0.22;0.0;0.88;66.0;0.01;50.0;678.0;0.099;5.0;0.197;0.0;0.0;0.0;0;156.0;0.2;13;0
724;39;0.2;0.0;0.88;66.0;0.026;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;1
725;39;0.2;0.0;0.88;66.0;0.027;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;1
726;39;0.2;0.0;0.88;66.0;0.032;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;1
727;39;0.2;0.0;0.88;66.0;0.029;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;1
728;39;0.2;0.0;0.88;66.0;0.02;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;1
729;39;0.2;0.0;0.88;66.0;0.013;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;1
730;39;0.2;0.0;0.88;66.0;0.01;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;0
731;39;0.2;0.0;0.88;66.0;0.009;50.0;678.0;0.099;5.0;0.197;0.0;1.82;20.0;12;156.0;0.2;13;0
732;40;0.45;1.89;1.61;1.0;0.051;50.0;200.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
733;40;0.59;2.52;2.48;1.0;0.039;50.0;200.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
734;40;0.76;3.15;3.35;1.0;0.038;50.0;200.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
735;40;0.45;1.89;1.61;1.0;0.051;50.0;400.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
736;40;0.59;2.52;2.48;1.0;0.039;50.0;400.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
737;40;0.76;3.15;3.35;1.0;0.038;50.0;400.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
738;40;0.45;1.89;1.61;1.0;0.051;50.0;600.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
739;40;0.59;2.52;2.48;1.0;0.039;50.0;600.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
740;40;0.76;3.15;3.35;1.0;0.038;50.0;600.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
741;40;0.45;1.89;1.61;1.0;0.051;50.0;800.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
742;40;0.59;2.52;2.48;1.0;0.039;50.0;800.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
743;40;0.76;3.15;3.35;1.0;0.038;50.0;800.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
744;40;0.45;1.89;1.61;1.0;0.051;50.0;1000.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
745;40;0.59;2.52;2.48;1.0;0.039;50.0;1000.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
746;40;0.76;3.15;3.35;1.0;0.038;50.0;1000.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
747;40;0.45;1.89;1.61;9.0;0.066;50.0;650.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
748;40;0.59;2.52;2.48;9.0;0.057;50.0;650.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;1
749;40;0.76;3.15;3.35;9.0;0.069;50.0;650.0;0.0;12.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0
750;41;0.195;0.0;1.0;2.0;0.064;25.0;600.0;0.23;0.6;0.0;0.0;2.5;32.0;6;0.0;0.0;0;0
751;41;0.195;0.0;1.0;2.0;0.062;25.0;600.0;0.0;0.6;0.23;0.0;2.5;32.0;6;0.0;0.0;0;0
752;41;0.195;0.0;1.0;2.0;0.062;25.0;600.0;0.0;0.6;0.0;0.23;2.5;32.0;6;0.0;0.0;0;0
753;41;0.195;0.0;1.0;2.0;0.069;25.0;600.0;0.23;0.6;0.0;0.0;4.5;32.0;6;0.0;0.0;0;0
754;41;0.195;0.0;1.0;2.0;0.069;25.0;600.0;0.0;0.6;0.23;0.0;4.5;32.0;6;0.0;0.0;0;0
755;41;0.195;0.0;1.0;2.0;0.065;25.0;600.0;0.0;0.6;0.0;0.23;4.5;32.0;6;0.0;0.0;0;0
756;41;0.195;0.0;1.0;10.0;0.064;25.0;600.0;0.23;0.6;0.0;0.0;2.5;32.0;6;0.0;0.0;0;1
757;41;0.195;0.0;1.0;10.0;0.062;25.0;600.0;0.0;0.6;0.23;0.0;2.5;32.0;6;0.0;0.0;0;0
758;41;0.195;0.0;1.0;10.0;0.062;25.0;600.0;0.0;0.6;0.0;0.23;2.5;32.0;6;0.0;0.0;0;0
759;41;0.195;0.0;1.0;10.0;0.069;25.0;600.0;0.23;0.6;0.0;0.0;4.5;32.0;6;0.0;0.0;0;0
760;41;0.195;0.0;1.0;10.0;0.069;25.0;600.0;0.0;0.6;0.23;0.0;4.5;32.0;6;0.0;0.0;0;0
761;41;0.195;0.0;1.0;10.0;0.065;25.0;600.0;0.0;0.6;0.0;0.23;4.5;32.0;6;0.0;0.0;0;0
762;41;0.195;0.0;1.0;2.0;0.046;25.0;600.0;0.23;0.6;0.0;0.0;2.5;32.0;6;0.0;0.0;0;0
763;41;0.195;0.0;1.0;2.0;0.042;25.0;600.0;0.0;0.6;0.23;0.0;2.5;32.0;6;0.0;0.0;0;0
764;41;0.195;0.0;1.0;2.0;0.038;25.0;600.0;0.0;0.6;0.0;0.23;2.5;32.0;6;0.0;0.0;0;0
765;41;0.195;0.0;1.0;2.0;0.042;25.0;600.0;0.23;0.6;0.0;0.0;4.5;32.0;6;0.0;0.0;0;0
766;41;0.195;0.0;1.0;2.0;0.04;25.0;600.0;0.0;0.6;0.23;0.0;4.5;32.0;6;0.0;0.0;0;0
767;41;0.195;0.0;1.0;2.0;0.039;25.0;600.0;0.0;0.6;0.0;0.23;4.5;32.0;6;0.0;0.0;0;0
768;41;0.195;0.0;1.0;10.0;0.046;25.0;600.0;0.23;0.6;0.0;0.0;2.5;32.0;6;0.0;0.0;0;1
